0.908806,-0.117584,0.000000,-90.000000,10.507290,-90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
0.912210,-0.099817,0.000000,-90.000000,11.417154,-90.000008,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
0.916395,-0.080111,0.000000,-90.000000,12.456426,-90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
0.921361,-0.058466,0.000000,-90.000000,13.309633,-90.000008,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
0.927109,-0.034883,0.000000,-90.000000,14.022836,-90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
0.933638,-0.009361,0.000000,-90.000000,14.627504,-90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
0.940948,0.018100,0.000000,-90.000000,15.147679,-90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
0.949039,0.047500,0.000000,-90.000000,15.598177,-90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
0.957912,0.078839,0.000000,-90.000000,15.993653,-90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
0.967566,0.112116,0.000000,-90.000000,16.342026,-90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
0.978002,0.147332,0.000000,-90.000000,16.651133,-90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
0.989218,0.184487,0.000000,-90.000000,16.929996,-90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
1.001216,0.223580,0.000000,-90.000015,17.180452,-90.000008,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
1.013995,0.264613,0.000000,-90.000000,17.406178,-90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
1.027556,0.307584,0.000000,-90.000000,17.565083,-90.000008,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
1.037836,0.339961,0.000000,-90.000000,16.891018,-90.000008,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
1.050125,0.382351,0.000000,-90.000000,14.510343,-90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
1.059090,0.421640,0.000000,-90.000000,10.856495,-90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
1.064730,0.457827,0.000000,-90.000000,6.432078,-90.000008,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
1.067047,0.490913,0.000000,-90.000000,1.039545,-90.000008,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
1.066039,0.520898,0.000000,-90.000000,-5.540056,-90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
1.061706,0.547781,0.000000,-90.000008,-13.500266,-90.000008,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
1.054050,0.571563,0.000000,-90.000000,-22.906555,-90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
